     0.000 D | Testing "/home/dennis/.local/share/PrismLauncher/qtlogging.ini" ...
     0.458 D | Loaded news entry "Modrinth support and Mod downloading"
     0.458 D | Loaded news entry "New maintainers and step down."
     0.458 D | News loading succeeded.
     0.524 D | Got translations index!
     0.525 D | Dir changed: "/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/translations"
     0.948 D | [katabasis.credentials]: new refresh token: "M.C107_BAY.-Ca1qWUKfvde2MbnuP11z1RzD1H93uDLhyUzvJd9iEYqGdhYlILDZGOvTwk!IST5ykxpdQrlq*Wr4qzSyabMoTnUdtwH6FLpOw8qGuRurxRD!e0KnUxUiHbfRXIwlmSYrspP*oeyKtaBUtJ39SHRJwbCeApWyZ*T379963uFO0gQNCR5NDQ3pN9w2kGptbW!a4um7ntc3jNDF!JYlP3v9oFbBKquDO9IZyzbXTIajeF7BGmUuzDey8ylTNDslYfqeyaWbB!uD1EIWo4ecFNZE5zZdisILnf1kVauGrWUEjGbcPr6vqvJsMRExU2CYw8iXGA$$"
     0.949 D | DeviceFlow::setLinked: true
     0.949 D | AuthFlow: "Logging in as an Xbox user."
     0.949 D | First layer of XBox auth ... commencing.
     0.949 D | New token expires in QDateTime(2023-08-04 05:39:29.170 UTC Qt::UTC) seconds
     1.178 D | Parsing "UToken" :
     1.178 D | "UToken" is valid.
     1.178 D | AuthFlow: "Getting authorization to access Xbox services."
     1.178 D | Getting authorization token for  "http://xboxlive.com"
     1.449 D | Parsing "Xbox" :
     1.449 D | "Xbox" is valid.
     1.449 D | AuthFlow: "Getting authorization to access Mojang services."
     1.449 D | Getting authorization token for  "rp://api.minecraftservices.com/"
     1.583 D | Parsing "Mojang" :
     1.583 D | "Mojang" is valid.
     1.583 D | AuthFlow: "Accessing Mojang services."
     1.583 D | Getting Minecraft access token...
     1.868 D | Parsing Mojang response...
     1.868 D | Mojang response is valid.
     1.868 D | AuthFlow: "Fetching Xbox profile."
     1.869 D | Getting Xbox profile...
     2.350 D | AuthFlow: "Determining game ownership."
     2.350 D | Getting entitlements...
     3.048 D | Parsing Minecraft entitlements...
     3.049 D | AuthFlow: "Fetching the Minecraft profile."
     3.172 W | [launcher.task.net]: [HttpMetaCache] Removing cache entry because of old age!
     3.195 D | Parsing Minecraft profile...
     3.195 D | AuthFlow: "Getting skin."
     3.322 D | Writing account list to "accounts.json"
     3.322 D | Building JSON data structure.
     3.322 D | Building account array.
     3.322 D | Writing account list to file.
     3.332 D | Saved account list to "accounts.json"
     3.333 D | RefreshSchedule: Background account refresh succeeded
     4.975 D | Component list save performed now for "Skyblock 1.8.9"
    10.682 D | Loading components
    10.682 D | Index is already loaded
    10.692 D | Component list save is scheduled for "\"1.20.1 \""
    10.703 D | Resolving dependencies
    10.703 D | "Req: net.fabricmc.intermediary" Is met.
    10.703 D | "Req: net.minecraft == 1.20.1" Is met.
    10.703 D | "Req: org.lwjgl3" Is met.
    10.703 D | Component list update/resolve task succeeded for "\"1.20.1 \""
    10.882 D | Instance-type specific settings were loaded!
    11.467 D | Running java checker: "/usr/lib/jvm/java-17-openjdk/bin/java" "-jar /usr/share/PrismLauncher/JavaCheck.jar"
    11.610 D | STDOUT "os.arch=amd64\njava.version=17.0.8\njava.vendor=N/A\n"
    11.610 W | STDERR ""
    11.610 D | Java checker finished with status QProcess::NormalExit exit code 0
    11.611 D | Java checker succeeded.
    11.673 D | Writing account list to "accounts.json"
    11.673 D | Building JSON data structure.
    11.673 D | Building account array.
    11.674 D | Writing account list to file.
    11.677 D | Saved account list to "accounts.json"
    11.677 W | Profile "b7ce62bf7d6b4e11bd0c2d73b7b0d869" is now in use.
    11.678 D | Component list save performed now for "\"1.20.1 \""
    11.683 D | Loading components
    11.683 D | Index is already loaded
    11.683 D | Component list save is scheduled for "\"1.20.1 \""
    11.683 D | Resolving dependencies
    11.683 D | "Req: net.fabricmc.intermediary" Is met.
    11.684 D | "Req: net.minecraft == 1.20.1" Is met.
    11.684 D | "Req: org.lwjgl3" Is met.
    11.684 D | Component list update/resolve task succeeded for "\"1.20.1 \""
    11.684 D | "\"1.20.1 \"" : downloading libraries
    11.684 D | Applying "org.lwjgl3" GOOD
    11.684 D | Applying "net.minecraft" GOOD
    11.684 D | Applying "net.fabricmc.intermediary" GOOD
    11.684 D | Applying "net.fabricmc.fabric-loader" GOOD
    11.912 D | Asset index SHA1: "9d58fdd2538c6877fb5c5c558ebc60ee0b6d0e84"
    11.912 D | "\"1.20.1 \"" : Starting asset index download
    12.037 D | "\"1.20.1 \"" : Finished asset index download
    12.108 D | reconstructAssets "assets" "assets/indexes" "assets/objects" "assets/virtual" "assets/virtual/5"
    12.131 D | "-Xms512m -Xmx8192m -Duser.language=en -Djava.library.path=/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/instances/1.20.1/natives -cp /usr/share/PrismLauncher/NewLaunch.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/org/lwjgl/lwjgl-glfw-natives-linux/3.3.2-lwjgl.1/lwjgl-glfw-natives-linux-3.3.2-lwjgl.1.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/org/lwjgl/lwjgl-glfw/3.3.1/lwjgl-glfw-3.3.1.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/org/lwjgl/lwjgl-jemalloc-natives-linux/3.3.1/lwjgl-jemalloc-natives-linux-3.3.1.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/org/lwjgl/lwjgl-jemalloc/3.3.1/lwjgl-jemalloc-3.3.1.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/org/lwjgl/lwjgl-natives-linux/3.3.1/lwjgl-natives-linux-3.3.1.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/org/lwjgl/lwjgl-openal-natives-linux/3.3.1/lwjgl-openal-natives-linux-3.3.1.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/org/lwjgl/lwjgl-openal/3.3.1/lwjgl-openal-3.3.1.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/org/lwjgl/lwjgl-opengl-natives-linux/3.3.1/lwjgl-opengl-natives-linux-3.3.1.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/org/lwjgl/lwjgl-opengl/3.3.1/lwjgl-opengl-3.3.1.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/org/lwjgl/lwjgl-stb-natives-linux/3.3.1/lwjgl-stb-natives-linux-3.3.1.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/org/lwjgl/lwjgl-stb/3.3.1/lwjgl-stb-3.3.1.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/org/lwjgl/lwjgl-tinyfd-natives-linux/3.3.1/lwjgl-tinyfd-natives-linux-3.3.1.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/org/lwjgl/lwjgl-tinyfd/3.3.1/lwjgl-tinyfd-3.3.1.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/org/lwjgl/lwjgl/3.3.1/lwjgl-3.3.1.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/com/github/oshi/oshi-core/6.2.2/oshi-core-6.2.2.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/com/google/code/gson/gson/2.10/gson-2.10.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/com/google/guava/failureaccess/1.0.1/failureaccess-1.0.1.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/com/google/guava/guava/31.1-jre/guava-31.1-jre.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/com/ibm/icu/icu4j/71.1/icu4j-71.1.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/com/mojang/authlib/4.0.43/authlib-4.0.43.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/com/mojang/blocklist/1.0.10/blocklist-1.0.10.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/com/mojang/brigadier/1.1.8/brigadier-1.1.8.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/com/mojang/datafixerupper/6.0.8/datafixerupper-6.0.8.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/com/mojang/logging/1.1.1/logging-1.1.1.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/com/mojang/patchy/2.2.10/patchy-2.2.10.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/com/mojang/text2speech/1.17.9/text2speech-1.17.9.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/commons-codec/commons-codec/1.15/commons-codec-1.15.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/commons-io/commons-io/2.11.0/commons-io-2.11.0.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/commons-logging/commons-logging/1.2/commons-logging-1.2.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/io/netty/netty-buffer/4.1.82.Final/netty-buffer-4.1.82.Final.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/io/netty/netty-codec/4.1.82.Final/netty-codec-4.1.82.Final.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/io/netty/netty-common/4.1.82.Final/netty-common-4.1.82.Final.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/io/netty/netty-handler/4.1.82.Final/netty-handler-4.1.82.Final.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/io/netty/netty-resolver/4.1.82.Final/netty-resolver-4.1.82.Final.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/io/netty/netty-transport-classes-epoll/4.1.82.Final/netty-transport-classes-epoll-4.1.82.Final.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/io/netty/netty-transport-native-epoll/4.1.82.Final/netty-transport-native-epoll-4.1.82.Final-linux-aarch_64.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/io/netty/netty-transport-native-epoll/4.1.82.Final/netty-transport-native-epoll-4.1.82.Final-linux-x86_64.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/io/netty/netty-transport-native-unix-common/4.1.82.Final/netty-transport-native-unix-common-4.1.82.Final.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/io/netty/netty-transport/4.1.82.Final/netty-transport-4.1.82.Final.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/it/unimi/dsi/fastutil/8.5.9/fastutil-8.5.9.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/net/java/dev/jna/jna-platform/5.12.1/jna-platform-5.12.1.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/net/java/dev/jna/jna/5.12.1/jna-5.12.1.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/net/sf/jopt-simple/jopt-simple/5.0.4/jopt-simple-5.0.4.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/org/apache/commons/commons-compress/1.21/commons-compress-1.21.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/org/apache/commons/commons-lang3/3.12.0/commons-lang3-3.12.0.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/org/apache/httpcomponents/httpclient/4.5.13/httpclient-4.5.13.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/org/apache/httpcomponents/httpcore/4.4.15/httpcore-4.4.15.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/org/apache/logging/log4j/log4j-api/2.19.0/log4j-api-2.19.0.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/org/apache/logging/log4j/log4j-core/2.19.0/log4j-core-2.19.0.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/org/apache/logging/log4j/log4j-slf4j2-impl/2.19.0/log4j-slf4j2-impl-2.19.0.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/org/joml/joml/1.10.5/joml-1.10.5.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/org/slf4j/slf4j-api/2.0.1/slf4j-api-2.0.1.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/net/fabricmc/intermediary/1.20.1/intermediary-1.20.1.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/net/fabricmc/tiny-mappings-parser/0.3.0+build.17/tiny-mappings-parser-0.3.0+build.17.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/net/fabricmc/sponge-mixin/0.12.5+mixin.0.8.5/sponge-mixin-0.12.5+mixin.0.8.5.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/net/fabricmc/tiny-remapper/0.8.2/tiny-remapper-0.8.2.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/net/fabricmc/access-widener/2.1.0/access-widener-2.1.0.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/org/ow2/asm/asm/9.5/asm-9.5.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/org/ow2/asm/asm-analysis/9.5/asm-analysis-9.5.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/org/ow2/asm/asm-commons/9.5/asm-commons-9.5.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/org/ow2/asm/asm-tree/9.5/asm-tree-9.5.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/org/ow2/asm/asm-util/9.5/asm-util-9.5.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/net/fabricmc/fabric-loader/0.14.21/fabric-loader-0.14.21.jar:/home/dennis/.dotfiles/minecraft/.local/share/PrismLauncher/libraries/com/mojang/minecraft/1.20.1/minecraft-1.20.1-client.jar org.prismlauncher.EntryPoint"
    16.934 D | Component list save performed now for "\"1.20.1 \""
    41.976 D | [launcher.task.net.metacache.http]: Saving metacache with 20 entries
   959.522 D | Writing account list to "accounts.json"
   959.523 D | Building JSON data structure.
   959.523 D | Building account array.
   959.523 D | Writing account list to file.
   959.527 D | Saved account list to "accounts.json"
   959.528 W | Profile "b7ce62bf7d6b4e11bd0c2d73b7b0d869" is no longer in use.
  3622.977 D | AccountList: Queued default account with internal ID  "24c9079113cf46d38861f1ac2f80ddd4"  to refresh first
  3622.978 D | AuthFlow: "Logging in with Microsoft account."
  3622.978 D | DeviceFlow::refresh: Token: ... "8iXGA$$"
  3622.978 D | RefreshSchedule: Processing account  "Speed6511"  with internal ID  "24c9079113cf46d38861f1ac2f80ddd4"
  3623.603 D | [katabasis.credentials]: new refresh token: "M.C107_SN1.-CQaQG2IjHFuz!me1IwXNSSA*!oEFtj!JM*KkH*0UGdu1zeB4UQzsPf*tF3rCltK3jb610mChJ69o9tDSEpPrY6grKNXxbXg01Mc4gwmMgPijd4RvCCoqifBhTb6p6K1dveki!voSggjhf5ovAiTRrzALxNWll3vyE5ej8ky6sltFzFAovd4arY0*E4lLViwTXBDyEKDEb7M7K1JT7qSy55GknkNqh6LVJWAU!gen1QtfP8k5VFvIacpX29RH86wWtKbvXT7eEaVRLVi4nh2qn1N7kRcOcMrIVdx8jfok*VrxoK4ZrgJpi2NVTO6A!T76KQ$$"
  3623.603 D | DeviceFlow::setLinked: true
  3623.603 D | AuthFlow: "Logging in as an Xbox user."
  3623.603 D | First layer of XBox auth ... commencing.
  3623.603 D | New token expires in QDateTime(2023-08-04 06:39:51.824 UTC Qt::UTC) seconds
  3623.801 D | Parsing "UToken" :
  3623.802 D | "UToken" is valid.
  3623.802 D | AuthFlow: "Getting authorization to access Xbox services."
  3623.802 D | Getting authorization token for  "http://xboxlive.com"
  3624.023 D | Parsing "Xbox" :
  3624.023 D | "Xbox" is valid.
  3624.023 D | AuthFlow: "Getting authorization to access Mojang services."
  3624.023 D | Getting authorization token for  "rp://api.minecraftservices.com/"
  3624.169 D | Parsing "Mojang" :
  3624.169 D | "Mojang" is valid.
  3624.169 D | AuthFlow: "Accessing Mojang services."
  3624.169 D | Getting Minecraft access token...
  3624.542 D | Parsing Mojang response...
  3624.542 D | Mojang response is valid.
  3624.542 D | AuthFlow: "Fetching Xbox profile."
  3624.542 D | Getting Xbox profile...
  3624.935 D | AuthFlow: "Determining game ownership."
  3624.935 D | Getting entitlements...
  3625.223 D | Parsing Minecraft entitlements...
  3625.223 D | AuthFlow: "Fetching the Minecraft profile."
  3625.386 D | Parsing Minecraft profile...
  3625.386 D | AuthFlow: "Getting skin."
  3625.427 D | Writing account list to "accounts.json"
  3625.427 D | Building JSON data structure.
  3625.427 D | Building account array.
  3625.427 D | Writing account list to file.
  3625.441 D | Saved account list to "accounts.json"
  3625.442 D | RefreshSchedule: Background account refresh succeeded
